"transaction_id","account_id","transaction_date","posted_date","description","amount","currency","source_file","client_reported_category"
"T00509","A001","2025-11-29 00:00:00","2025-12-01","SHELL OIL 5742","-77.02","USD","A001_11_export.csv",""
"T00510","A005","2025-04-15 00:00:00","2025-04-16","Nike","-110.73","USD","A005_04_export.csv",""
"T00511","A002","6/21/2025","2025-06-22","UBER *TRIP","-46.83","USD","A002_06_export.csv",""
"T00512","A002","6/20/2025","2025-06-21","Chevron","-23.35","USD","A002_06_export.csv",""
"T00513","A004","1/4/2025","2025-01-05","AMC 0039 TOWN SQUARE","-34.43","USD","A004_01_export.csv","Other"
"T00514","A005","7/17/2025","2025-07-18","TRADER JOES 124","-23.43","USD","A005_07_export.csv",""
"T00515","A003","2025-11-04","2025-11-05","Airbnb","-517.25","USD","A003_11_export.csv",""
"T00516","A005","11/14/2025","2025-11-15","CVS","-109.25","USD","A005_11_export.csv",""
"T00517","A001","12/24/2025","2025-12-25","Smith's","-40.99","USD","A001_12_export.csv",""
"T00518","A003","2025-03-05","2025-03-07","MARRIOTT HOTEL","-778.82","USD","A003_03_export.csv",""
"T00519","A004","2025-12-28","2025-12-29","Target","-210.07","USD","A004_12_export.csv",""
"T00520","A004","2025-03-04 00:00:00","2025-03-05","UBER *TRIP","-85.62","USD","A004_03_export.csv","Food"
"T00521","A004","2025-06-15","2025-06-16","Shell","-55.16","USD","A004_06_export.csv",""
"T00522","A005","5/25/2025","2025-05-26","Uber Eats","-113.92","USD","A005_05_export.csv","Shopping"
"T00523","A001","2025-01-04 00:00:00","2025-01-05","AMC Theatres","-28.37","USD","A001_01_export.csv","Other"
"T00524","A004","12/30/2025","2025-12-31","UBER *TRIP","-78.49","USD","A004_12_export.csv",""
"T00525","A005","9/19/2025","2025-09-21","Marriott","-661.35","USD","A005_09_export.csv","Other"
"T00526","A004","2025-01-26 00:00:00","2025-01-27","NVENERGY PAYMENT","-164.98","USD","A004_01_export.csv",""
"T00527","A001","2025-06-08","2025-06-09","AMC 0039 TOWN SQUARE","-37.68","USD","A001_06_export.csv",""
"T00528","A001","2025-08-31 00:00:00","2025-09-01","Southwest Airlines","-749.59","USD","A001_08_export.csv",""
"T00529","A005","2025-09-17 00:00:00","2025-09-18","WALGREENS #04712","-96.51","USD","A005_09_export.csv",""
"T00530","A001","2025-04-26 00:00:00","2025-04-27","NV Energy","-109.39","USD","A001_04_export.csv",""
"T00531","A005","2025-02-02","2025-02-03","COX COMMUNICATIONS","-82.35","USD","A005_02_export.csv",""
"T00532","A004","2025-02-27 00:00:00","2025-03-01","Southwest Airlines","-225.2","USD","A004_02_export.csv",""
"T00533","A005","2/16/2025","2025-02-17","AMZN Mktp US*","-127.56","USD","A005_02_export.csv",""
"T00534","A003","2025-05-30 00:00:00","2025-05-31","CHEVRON 0209341","-71.89","USD","A003_05_export.csv",""
"T00535","A003","2025-09-01 00:00:00","2025-09-02","AMZN Mktp US*","-149.86","USD","A003_09_export.csv",""
"T00536","A002","7/28/2025","2025-07-29","Walgreens","-73.1","USD","A002_07_export.csv","Other"
"T00537","A004","2025-08-22","2025-08-24","Target","-169.13","USD","A004_08_export.csv",""
"T00538","A002","10/30/2025","2025-10-31","Cox Communications","-149.56","USD","A002_10_export.csv","Bills"
"T00539","A002","10/11/2025","2025-10-12","Smith's","-39.42","USD","A002_10_export.csv",""
"T00540","A002","2025-08-04 00:00:00","2025-08-05","DoorDash","-85.69","USD","A002_08_export.csv",""
"T00541","A005","2025-10-17","2025-10-18","MARRIOTT HOTEL","-187.38","USD","A005_10_export.csv",""
"T00542","A002","2025-11-19","2025-11-20","NETFLIX.COM","-12.78","USD","A002_11_export.csv",""
"T00543","A002","2/12/2025","2025-02-14","Amazon","-115.13","USD","A002_02_export.csv",""
"T00544","A003","2025-04-13 00:00:00","2025-04-14","COSTCO WHSE #1320","-58.45","USD","A003_04_export.csv","Bills"
"T00545","A002","4/16/2025","2025-04-17","CVS/PHARMACY #8829","-44.48","USD","A002_04_export.csv",""
"T00546","A005","1/16/2025","2025-01-17","UBER *EATS","-86.47","USD","A005_01_export.csv",""
"T00547","A002","2025-06-15","2025-06-16","UBER *TRIP","-88.84","USD","A002_06_export.csv",""
"T00548","A004","5/12/2025","2025-05-13","DOORDASH*TEMP AUTH","-109.07","USD","A004_05_export.csv","Other"
"T00549","A003","2025-06-12","2025-06-13","AIRBNB * HM","-392.17","USD","A003_06_export.csv",""
"T00550","A001","10/9/2025","2025-10-10","Target","-61.26","USD","A001_10_export.csv",""
"T00551","A002","2025-09-08 00:00:00","2025-09-09","CVS/PHARMACY #8829","-85.19","USD","A002_09_export.csv",""
"T00552","A004","4/30/2025","2025-05-01","AMC 0039 TOWN SQUARE","-33.28","USD","A004_04_export.csv",""
"T00553","A003","5/19/2025","2025-05-20","Chevron","-44.43","USD","A003_05_export.csv",""
"T00554","A005","2025-03-22 00:00:00","2025-03-23","Yard House","-98.63","USD","A005_03_export.csv",""
"T00555","A003","6/9/2025","2025-06-11","LAS VEGAS ATHLETIC CLUB","-40.25","USD","A003_06_export.csv",""
"T00556","A004","11/28/2025","2025-11-29","CHEVRON 0209341","-28.21","USD","A004_11_export.csv","Other"
"T00557","A002","10/25/2025","2025-10-26","NVENERGY PAYMENT","-150.49","USD","A002_10_export.csv",""
"T00558","A004","2025-10-17","2025-10-19","CHIPOTLE 2841","-65.62","USD","A004_10_export.csv",""
"T00559","A002","9/21/2025","2025-09-22","YARD HOUSE 8387","-34.07","USD","A002_09_export.csv",""
"T00560","A004","2025-08-17","2025-08-18","Yard House","-39.81","USD","A004_08_export.csv","Bills"
"T00561","A002","2025-08-11 00:00:00","2025-08-12","NVENERGY PAYMENT","-62.31","USD","A002_08_export.csv",""
"T00562","A003","2025-10-11","2025-10-12","NV Energy","-206.42","USD","A003_10_export.csv",""
"T00563","A005","2025-09-09","2025-09-11","SPOTIFY USA","-17.69","USD","A005_09_export.csv",""
"T00564","A002","2025-12-10","2025-12-12","CVS/PHARMACY #8829","-72.14","USD","A002_12_export.csv",""
"T00565","A004","5/25/2025","2025-05-26","Uber Eats","-90.62","USD","A004_05_export.csv",""
"T00566","A003","2025-09-10 00:00:00","2025-09-12","Airbnb","-153.2","USD","A003_09_export.csv",""
"T00567","A004","2025-11-13 00:00:00","2025-11-14","COSTCO WHSE #1320","-138.25","USD","A004_11_export.csv",""
"T00568","A004","11/6/2025","2025-11-07","Southwest Gas","-48.51","USD","A004_11_export.csv",""
"T00569","A003","5/19/2025","2025-05-21","AMZN Mktp US*","-36.1","USD","A003_05_export.csv","Food"
"T00570","A002","3/23/2025","2025-03-24","AMZN Mktp US*","-245.24","USD","A002_03_export.csv",""
"T00571","A004","2025-11-09 00:00:00","2025-11-10","Amazon","-171.47","USD","A004_11_export.csv","Shopping"
"T00572","A005","2025-04-03","2025-04-04","AMC Theatres","-24.48","USD","A005_04_export.csv",""
"T00573","A001","2025-06-23","2025-06-24","Costco","-117.64","USD","A001_06_export.csv",""
"T00574","A002","2025-01-26","2025-01-27","Netflix","-58.25","USD","A002_01_export.csv",""
"T00575","A005","2025-03-26","2025-03-27","Trader Joe's","-83.16","USD","A005_03_export.csv",""
"T00576","A003","2025-12-26","2025-12-28","CVS","-96.03","USD","A003_12_export.csv",""
"T00577","A002","2025-07-20","2025-07-22","AMC 0039 TOWN SQUARE","-51.93","USD","A002_07_export.csv",""
"T00578","A004","2025-07-08 00:00:00","2025-07-09","TARGET T-2450","-133.46","USD","A004_07_export.csv",""
"T00579","A002","4/15/2025","2025-04-16","Nike","-30.24","USD","A002_04_export.csv",""
"T00580","A005","2025-06-16 00:00:00","2025-06-18","AMC 0039 TOWN SQUARE","-61.59","USD","A005_06_export.csv",""
"T00581","A003","2025-03-06","2025-03-07","SHELL OIL 5742","-53.07","USD","A003_03_export.csv",""
"T00582","A004","2025-07-22 00:00:00","2025-07-24","CVS","-73.29","USD","A004_07_export.csv",""
"T00583","A003","2025-07-11","2025-07-12","CVS/PHARMACY #8829","-101.35","USD","A003_07_export.csv",""
"T00584","A003","5/12/2025","2025-05-13","DOORDASH*TEMP AUTH","-102.74","USD","A003_05_export.csv","Food"
"T00585","A001","2025-10-18 00:00:00","2025-10-20","NVENERGY PAYMENT","-178.65","USD","A001_10_export.csv",""
"T00586","A005","2025-04-02 00:00:00","2025-04-03","COSTCO WHSE #1320","-66.34","USD","A005_04_export.csv",""
"T00587","A003","2025-03-01 00:00:00","2025-03-02","Target","-122.24","USD","A003_03_export.csv",""
"T00588","A003","2025-10-29 00:00:00","2025-10-30","AMC Theatres","-64.27","USD","A003_10_export.csv","Food"
"T00589","A003","2025-08-07 00:00:00","2025-08-08","Nike","-20.19","USD","A003_08_export.csv",""
"T00590","A002","2025-12-19 00:00:00","2025-12-20","Amazon","-235.12","USD","A002_12_export.csv",""
"T00591","A001","2025-08-29 00:00:00","2025-08-31","SPOTIFY USA","-61.21","USD","A001_08_export.csv","Other"
"T00592","A002","2025-08-06","2025-08-08","Southwest Airlines","-816.3","USD","A002_08_export.csv",""
"T00593","A002","3/11/2025","2025-03-13","COSTCO WHSE #1320","-89.9","USD","A002_03_export.csv",""
"T00594","A004","2025-01-19","2025-01-20","Nike","-167.02","USD","A004_01_export.csv",""
"T00595","A003","2025-08-23","2025-08-24","TARGET T-2450","-201.8","USD","A003_08_export.csv",""
"T00596","A004","2025-01-21","2025-01-22","Amazon","-35.32","USD","A004_01_export.csv",""
"T00597","A002","2025-02-06","2025-02-07","CVS/PHARMACY #8829","-33.06","USD","A002_02_export.csv",""
"T00598","A005","3/12/2025","2025-03-14","Walgreens","-74.47","USD","A005_03_export.csv",""
"T00599","A005","2025-09-13","2025-09-14","NVENERGY PAYMENT","-71.4","USD","A005_09_export.csv",""
"T00600","A002","2025-09-02 00:00:00","2025-09-03","UBER EATS HELP","-17.29","USD","A002_09_export.csv","Shopping"
"T00601","A005","8/26/2025","2025-08-27","CHIPOTLE 2841","-83.58","USD","A005_08_export.csv",""
"T00602","A005","8/1/2025","2025-08-03","COSTCO WHSE #1320","-71.62","USD","A005_08_export.csv",""
"T00603","A003","2025-05-07 00:00:00","2025-05-09","Trader Joe's","-189.36","USD","A003_05_export.csv",""
"T00604","A003","2025-05-31","2025-06-02","Chipotle","-17.11","USD","A003_05_export.csv",""
"T00605","A001","2025-01-21 00:00:00","2025-01-22","SOUTHWEST AIR","-368.18","USD","A001_01_export.csv",""
"T00606","A001","9/27/2025","2025-09-28","Marriott","-575.54","USD","A001_09_export.csv","Bills"
"T00607","A002","2025-03-08","2025-03-09","NETFLIX.COM","-52.71","USD","A002_03_export.csv",""
"T00608","A005","2/16/2025","2025-02-17","Yard House","-86.86","USD","A005_02_export.csv",""
"T00609","A002","7/31/2025","2025-08-01","Marriott","-237.19","USD","A002_07_export.csv",""
"T00610","A001","2025-10-27","2025-10-28","AIRBNB * HM","-282.54","USD","A001_10_export.csv",""
"T00611","A004","2025-04-26","2025-04-27","UBER *TRIP","-47.78","USD","A004_04_export.csv","Shopping"
"T00612","A002","2025-10-18","2025-10-19","TARGET T-2450","-17.14","USD","A002_10_export.csv",""
"T00613","A004","2025-07-07 00:00:00","2025-07-08","TARGET T-2450","-69.6","USD","A004_07_export.csv",""
"T00614","A002","2025-04-26","2025-04-27","TARGET T-2450","-65.09","USD","A002_04_export.csv",""
"T00615","A004","2025-09-15","2025-09-16","CVS","-112.35","USD","A004_09_export.csv","Food"
"T00616","A003","12/12/2025","2025-12-13","COX COMMUNICATIONS","-48.03","USD","A003_12_export.csv","Other"
"T00617","A002","4/21/2025","2025-04-22","SPOTIFY USA","-47.49","USD","A002_04_export.csv",""
"T00618","A005","2025-10-11","2025-10-12","Marriott","-869.04","USD","A005_10_export.csv",""
"T00619","A004","2025-12-15","2025-12-16","Airbnb","-940.13","USD","A004_12_export.csv",""
"T00620","A005","12/7/2025","2025-12-09","WALGREENS #04712","-85.64","USD","A005_12_export.csv","Food"
"T00621","A003","2025-01-27 00:00:00","2025-01-28","CHIPOTLE 2841","-66.89","USD","A003_01_export.csv",""
"T00622","A003","2025-10-24 00:00:00","2025-10-26","MARRIOTT HOTEL","-123.74","USD","A003_10_export.csv",""
"T00623","A001","2025-02-02","2025-02-03","SOUTHWEST AIR","-896.36","USD","A001_02_export.csv",""
"T00624","A002","2025-06-27 00:00:00","2025-06-28","MARRIOTT HOTEL","-273.02","USD","A002_06_export.csv",""
"T00625","A003","6/12/2025","2025-06-14","TRADER JOES 124","-29.41","USD","A003_06_export.csv",""
"T00626","A005","1/1/2025","2025-01-02","CHEVRON 0209341","-32.99","USD","A005_01_export.csv",""
"T00627","A005","2025-04-27 00:00:00","2025-04-28","Target","-112.87","USD","A005_04_export.csv",""
"T00628","A005","2025-08-08","2025-08-09","Southwest Airlines","-889.35","USD","A005_08_export.csv",""
"T00629","A001","2025-08-13 00:00:00","2025-08-15","AIRBNB * HM","-331.46","USD","A001_08_export.csv",""
"T00630","A003","2025-11-16 00:00:00","2025-11-17","UBER *TRIP","-85.56","USD","A003_11_export.csv",""
"T00631","A001","9/22/2025","2025-09-23","NETFLIX.COM","-63.08","USD","A001_09_export.csv",""
"T00632","A005","4/13/2025","2025-04-14","SW GAS CORP","-143.39","USD","A005_04_export.csv",""
"T00633","A003","2025-12-26","2025-12-27","SHELL OIL 5742","-20","USD","A003_12_export.csv",""
"T00634","A005","2025-02-21","2025-02-22","LAS VEGAS ATHLETIC CLUB","-119","USD","A005_02_export.csv",""
"T00635","A005","2025-04-26","2025-04-28","CHEVRON 0209341","-85.11","USD","A005_04_export.csv",""
"T00636","A001","2025-01-10 00:00:00","2025-01-11","SOUTHWEST AIR","-635.47","USD","A001_01_export.csv",""
"T00637","A005","2025-08-29","2025-08-30","Shell","-59.55","USD","A005_08_export.csv","Bills"
"T00638","A005","12/20/2025","2025-12-22","Spotify","-73.97","USD","A005_12_export.csv",""
"T00639","A004","12/31/2025","2026-01-01","Shell","-82.27","USD","A004_12_export.csv",""
"T00640","A002","2025-04-29 00:00:00","2025-04-30","AMC 0039 TOWN SQUARE","-23.17","USD","A002_04_export.csv",""
"T00641","A002","2025-05-14 00:00:00","2025-05-16","WALGREENS #04712","-46.51","USD","A002_05_export.csv",""
"T00642","A001","2025-12-06","2025-12-07","CVS/PHARMACY #8829","-57.86","USD","A001_12_export.csv",""
"T00643","A001","2025-03-30","2025-03-31","Marriott","-155.02","USD","A001_03_export.csv",""
"T00644","A004","7/9/2025","2025-07-10","UBER *TRIP","-74.06","USD","A004_07_export.csv",""
"T00645","A003","2025-12-25","2025-12-26","NV Energy","-84.25","USD","A003_12_export.csv",""
"T00646","A004","2025-09-26","2025-09-27","WALGREENS #04712","-10.48","USD","A004_09_export.csv","Bills"
"T00647","A004","2025-06-19 00:00:00","2025-06-20","SW GAS CORP","-100.82","USD","A004_06_export.csv",""
"T00648","A001","2025-05-23","2025-05-24","Smith's","-91.73","USD","A001_05_export.csv",""
"T00649","A005","1/6/2025","2025-01-07","CHEVRON 0209341","-58.44","USD","A005_01_export.csv",""
"T00650","A001","4/20/2025","2025-04-21","Netflix","-51.57","USD","A001_04_export.csv",""
"T00651","A002","2025-08-04","2025-08-06","COSTCO WHSE #1320","-45.07","USD","A002_08_export.csv","Other"
"T00652","A004","2025-04-14 00:00:00","2025-04-15","NVENERGY PAYMENT","-233.35","USD","A004_04_export.csv",""
"T00653","A001","9/5/2025","2025-09-06","MARRIOTT HOTEL","-236.73","USD","A001_09_export.csv",""
"T00654","A002","2025-05-16 00:00:00","2025-05-17","Uber Eats","-21.92","USD","A002_05_export.csv",""
"T00655","A004","2025-05-20 00:00:00","2025-05-21","AMC Theatres","-37.54","USD","A004_05_export.csv",""
"T00656","A003","2025-01-04","2025-01-05","Chevron","-17.96","USD","A003_01_export.csv",""
"T00657","A001","10/25/2025","2025-10-26","LAS VEGAS ATHLETIC CLUB","-115.84","USD","A001_10_export.csv",""
"T00658","A003","2025-03-31 00:00:00","2025-04-01","AIRBNB * HM","-803.92","USD","A003_03_export.csv","Bills"
"T00659","A005","10/17/2025","2025-10-18","AMC Theatres","-44.09","USD","A005_10_export.csv",""
"T00660","A003","2025-12-06 00:00:00","2025-12-07","TRADER JOES 124","-137.25","USD","A003_12_export.csv",""
"T00661","A003","2025-10-23 00:00:00","2025-10-24","Chipotle","-78.48","USD","A003_10_export.csv",""
"T00662","A002","2025-04-30","2025-05-02","Costco","-152.93","USD","A002_04_export.csv",""
"T00663","A002","2025-04-28","2025-04-30","Southwest Airlines","-289.68","USD","A002_04_export.csv",""
"T00664","A003","2025-12-17 00:00:00","2025-12-18","CVS/PHARMACY #8829","-60.57","USD","A003_12_export.csv",""
"T00665","A002","2025-07-24 00:00:00","2025-07-25","WALGREENS #04712","-70.34","USD","A002_07_export.csv",""
"T00666","A002","2025-03-20","2025-03-21","NVENERGY PAYMENT","-222.03","USD","A002_03_export.csv",""
"T00667","A004","2025-06-15 00:00:00","2025-06-16","CVS","-39.71","USD","A004_06_export.csv",""
"T00668","A005","2025-09-09","2025-09-10","UBER *EATS","-90.87","USD","A005_09_export.csv","Other"
"T00669","A005","2025-08-26","2025-08-27","Amazon","-34.35","USD","A005_08_export.csv",""
"T00670","A003","2025-05-02 00:00:00","2025-05-03","Smith's","-131.04","USD","A003_05_export.csv",""
"T00671","A002","2025-08-31","2025-09-02","TARGET T-2450","-25.56","USD","A002_08_export.csv",""
"T00672","A001","2025-03-06","2025-03-07","TRADER JOES 124","-128.18","USD","A001_03_export.csv",""
"T00673","A003","2025-11-17 00:00:00","2025-11-18","TARGET T-2450","-85.54","USD","A003_11_export.csv",""
"T00674","A005","2025-01-24","2025-01-26","SOUTHWEST AIR","-848.11","USD","A005_01_export.csv",""
"T00675","A004","9/16/2025","2025-09-18","UBER *EATS","-15.72","USD","A004_09_export.csv",""
"T00676","A004","2025-02-28 00:00:00","2025-03-02","NVENERGY PAYMENT","-172.14","USD","A004_02_export.csv",""
"T00677","A003","2/11/2025","2025-02-12","AMC 0039 TOWN SQUARE","-20.54","USD","A003_02_export.csv",""
"T00678","A002","2025-12-21 00:00:00","2025-12-23","LAS VEGAS ATHLETIC CLUB","-13.75","USD","A002_12_export.csv",""
"T00679","A005","11/25/2025","2025-11-26","MARRIOTT HOTEL","-583.27","USD","A005_11_export.csv",""
"T00680","A003","2025-11-21 00:00:00","2025-11-23","AMAZON.COM*","-129.8","USD","A003_11_export.csv",""
"T00681","A003","2025-07-12 00:00:00","2025-07-13","NETFLIX.COM","-33.72","USD","A003_07_export.csv",""
"T00682","A003","2025-07-03","2025-07-04","NIKE LAS VEGAS","-150.16","USD","A003_07_export.csv",""
"T00683","A004","2025-04-24 00:00:00","2025-04-25","COX COMMUNICATIONS","-79.69","USD","A004_04_export.csv",""
"T00684","A001","2025-12-31 00:00:00","2026-01-01","Netflix","-23.03","USD","A001_12_export.csv",""
"T00685","A004","12/18/2025","2025-12-19","Yard House","-36.56","USD","A004_12_export.csv",""
"T00686","A002","8/9/2025","2025-08-11","COSTCO WHSE #1320","-50.82","USD","A002_08_export.csv",""
"T00687","A003","2025-04-04","2025-04-05","AMC Theatres","-47.09","USD","A003_04_export.csv",""
"T00688","A003","2025-01-29","2025-01-30","MARRIOTT HOTEL","-272.9","USD","A003_01_export.csv",""
"T00689","A005","2025-04-21","2025-04-22","AMC Theatres","-44.74","USD","A005_04_export.csv",""
"T00690","A003","2025-07-20 00:00:00","2025-07-21","Costco","-19.96","USD","A003_07_export.csv",""
"T00691","A001","5/7/2025","2025-05-08","Cox Communications","-181.28","USD","A001_05_export.csv",""
"T00692","A005","2025-08-18 00:00:00","2025-08-19","AMC 0039 TOWN SQUARE","-16.8","USD","A005_08_export.csv",""
"T00693","A005","2025-02-06","2025-02-07","SOUTHWEST AIR","-342.17","USD","A005_02_export.csv","Food"
"T00694","A003","8/19/2025","2025-08-21","SW GAS CORP","-181.95","USD","A003_08_export.csv",""
"T00695","A004","4/5/2025","2025-04-06","Spotify","-74.9","USD","A004_04_export.csv",""
"T00696","A002","2025-05-29 00:00:00","2025-05-30","AMC 0039 TOWN SQUARE","-42.49","USD","A002_05_export.csv",""
"T00697","A002","10/23/2025","2025-10-24","MARRIOTT HOTEL","-429.01","USD","A002_10_export.csv",""
"T00698","A001","2025-01-28","2025-01-29","SMITHS GROCERY 0348","-128.54","USD","A001_01_export.csv",""
"T00699","A005","5/31/2025","2025-06-01","Southwest Airlines","-404.47","USD","A005_05_export.csv",""
"T00700","A004","2025-01-15","2025-01-16","TARGET T-2450","-174.44","USD","A004_01_export.csv","Bills"
"T00701","A002","2025-11-12 00:00:00","2025-11-13","AMC 0039 TOWN SQUARE","-71.07","USD","A002_11_export.csv",""
"T00702","A002","3/10/2025","2025-03-11","WALGREENS #04712","-42.03","USD","A002_03_export.csv",""
"T00703","A003","5/23/2025","2025-05-24","Costco","-142.75","USD","A003_05_export.csv",""
"T00704","A005","4/17/2025","2025-04-18","NV Energy","-214.39","USD","A005_04_export.csv",""
"T00705","A004","2025-06-03 00:00:00","2025-06-04","YARD HOUSE 8387","-48.31","USD","A004_06_export.csv",""
"T00706","A005","2025-06-01","2025-06-02","SW GAS CORP","-113.05","USD","A005_06_export.csv",""
"T00707","A003","2025-04-07","2025-04-08","Uber","-70.5","USD","A003_04_export.csv",""
"T00708","A001","2025-05-17","2025-05-18","UBER *TRIP","-72.35","USD","A001_05_export.csv",""
"T00709","A005","2025-06-20 00:00:00","2025-06-21","AIRBNB * HM","-808.85","USD","A005_06_export.csv",""
"T00710","A005","2025-05-25","2025-05-26","LVAC","-99.46","USD","A005_05_export.csv","Bills"
"T00711","A003","2025-10-20","2025-10-21","Southwest Gas","-112.94","USD","A003_10_export.csv",""
"T00712","A003","5/11/2025","2025-05-12","Shell","-91.89","USD","A003_05_export.csv",""
"T00713","A001","2025-07-24 00:00:00","2025-07-25","Uber Eats","-42.3","USD","A001_07_export.csv","Bills"
"T00714","A005","2025-12-28 00:00:00","2025-12-29","Chevron","-35.02","USD","A005_12_export.csv",""
"T00715","A001","2025-01-15 00:00:00","2025-01-17","CVS/PHARMACY #8829","-100.81","USD","A001_01_export.csv",""
"T00716","A004","7/31/2025","2025-08-01","Target","-204.03","USD","A004_07_export.csv",""
"T00717","A002","2025-07-01","2025-07-02","Uber","-62.51","USD","A002_07_export.csv",""
"T00718","A005","12/27/2025","2025-12-29","Airbnb","-935.21","USD","A005_12_export.csv",""
"T00719","A004","2025-08-30 00:00:00","2025-08-31","DOORDASH*TEMP AUTH","-59.61","USD","A004_08_export.csv",""
"T00720","A005","2/22/2025","2025-02-23","UBER EATS HELP","-17.94","USD","A005_02_export.csv","Shopping"
"T00721","A004","2025-07-03 00:00:00","2025-07-05","UBER *TRIP","-42.66","USD","A004_07_export.csv","Other"
"T00722","A004","2025-06-11","2025-06-12","TRADER JOES 124","-93.39","USD","A004_06_export.csv",""
"T00723","A001","2025-07-05","2025-07-07","NETFLIX.COM","-66.76","USD","A001_07_export.csv",""
"T00724","A002","2025-01-07","2025-01-08","NVENERGY PAYMENT","-53.45","USD","A002_01_export.csv",""
"T00725","A001","2025-02-22 00:00:00","2025-02-23","UBER *EATS","-69.2","USD","A001_02_export.csv",""
"T00726","A003","2025-10-30","2025-10-31","Netflix","-63.2","USD","A003_10_export.csv",""
"T00727","A003","7/28/2025","2025-07-29","Smith's","-109.95","USD","A003_07_export.csv",""
"T00728","A003","2025-12-19 00:00:00","2025-12-20","Chevron","-35.53","USD","A003_12_export.csv",""
"T00729","A004","2025-02-05","2025-02-06","Marriott","-478.86","USD","A004_02_export.csv",""
"T00730","A001","2025-01-26 00:00:00","2025-01-27","TRADER JOES 124","-75.88","USD","A001_01_export.csv",""
"T00731","A003","2025-02-08","2025-02-09","Shell","-50.15","USD","A003_02_export.csv","Food"
"T00732","A001","2025-04-09","2025-04-10","Nike","-46.74","USD","A001_04_export.csv","Other"
"T00733","A001","3/18/2025","2025-03-19","CVS/PHARMACY #8829","-35.63","USD","A001_03_export.csv",""
"T00734","A003","2025-07-08","2025-07-10","SHELL OIL 5742","-93.05","USD","A003_07_export.csv",""
"T00735","A002","2025-10-21 00:00:00","2025-10-22","SOUTHWEST AIR","-340.22","USD","A002_10_export.csv",""
"T00736","A005","2025-10-20","2025-10-21","DoorDash","-41.6","USD","A005_10_export.csv",""
"T00737","A004","2025-09-30","2025-10-01","Southwest Airlines","-633.36","USD","A004_09_export.csv",""
"T00738","A005","2025-09-23","2025-09-24","Marriott","-174.36","USD","A005_09_export.csv",""
"T00739","A004","2025-10-12","2025-10-13","SMITHS #348","-180.73","USD","A004_10_export.csv",""
"T00740","A003","2025-12-14 00:00:00","2025-12-15","MARRIOTT HOTEL","-509.67","USD","A003_12_export.csv",""
"T00741","A004","2025-05-28","2025-05-29","YARD HOUSE 8387","-33.55","USD","A004_05_export.csv",""
"T00742","A004","2025-05-10 00:00:00","2025-05-11","Smith's","-144.59","USD","A004_05_export.csv",""
"T00743","A003","10/5/2025","2025-10-06","COSTCO WHSE #1320","-185.79","USD","A003_10_export.csv",""
"T00744","A001","2025-11-13 00:00:00","2025-11-14","Airbnb","-683.33","USD","A001_11_export.csv",""
"T00745","A001","5/14/2025","2025-05-15","SW GAS CORP","-197.61","USD","A001_05_export.csv",""
"T00746","A001","2025-09-22 00:00:00","2025-09-23","DOORDASH*TEMP AUTH","-32.55","USD","A001_09_export.csv",""
"T00747","A002","5/20/2025","2025-05-21","SPOTIFY USA","-38.36","USD","A002_05_export.csv",""
"T00748","A002","2025-08-14","2025-08-16","SMITHS #348","-38.13","USD","A002_08_export.csv",""
"T00749","A004","2025-04-01","2025-04-02","Netflix","-26.95","USD","A004_04_export.csv","Bills"
"T00750","A004","2025-01-09 00:00:00","2025-01-10","Shell","-56.54","USD","A004_01_export.csv",""
"T00751","A002","8/12/2025","2025-08-14","Yard House","-74.44","USD","A002_08_export.csv",""
"T00752","A004","2/3/2025","2025-02-04","Southwest Gas","-211.8","USD","A004_02_export.csv",""
"T00753","A001","2025-05-13 00:00:00","2025-05-14","CHIPOTLE 2841","-75.62","USD","A001_05_export.csv",""
"T00754","A003","2025-07-23","2025-07-25","SMITHS #348","-53.03","USD","A003_07_export.csv",""
"T00755","A005","2025-03-19 00:00:00","2025-03-21","AMC 0039 TOWN SQUARE","-36.39","USD","A005_03_export.csv",""
"T00756","A001","1/22/2025","2025-01-24","NVENERGY PAYMENT","-239.99","USD","A001_01_export.csv",""
"T00757","A003","2025-12-09 00:00:00","2025-12-10","CVS","-66.34","USD","A003_12_export.csv",""
"T00758","A004","3/22/2025","2025-03-23","Trader Joe's","-136.66","USD","A004_03_export.csv","Shopping"
"T00759","A001","2025-10-07 00:00:00","2025-10-08","Marriott","-203.27","USD","A001_10_export.csv",""
"T00760","A003","2025-08-14 00:00:00","2025-08-15","Cox Communications","-229.52","USD","A003_08_export.csv",""
"T00761","A003","5/2/2025","2025-05-04","COX COMMUNICATIONS","-219.75","USD","A003_05_export.csv",""
"T00762","A003","2025-11-12 00:00:00","2025-11-13","MARRIOTT HOTEL","-842.29","USD","A003_11_export.csv",""
"T00763","A003","2025-10-12","2025-10-13","AMC 0039 TOWN SQUARE","-69.72","USD","A003_10_export.csv",""
"T00764","A002","2025-10-24 00:00:00","2025-10-26","Southwest Airlines","-478.97","USD","A002_10_export.csv",""
"T00765","A003","11/28/2025","2025-11-29","Marriott","-861.74","USD","A003_11_export.csv",""
"T00766","A003","2025-12-10","2025-12-11","Walgreens","-108.92","USD","A003_12_export.csv",""
"T00767","A004","2025-02-13","2025-02-14","CVS","-87.78","USD","A004_02_export.csv","Shopping"
"T00768","A003","2025-06-24","2025-06-25","MARRIOTT HOTEL","-398.93","USD","A003_06_export.csv",""
